series;time;value
"ruche-g2elab.S13";"2018-07-16T16:24:00+02:00";27,793
"ruche-g2elab.S13";"2018-07-16T16:26:00+02:00";28,19
"ruche-g2elab.S13";"2018-07-16T16:28:00+02:00";28,588
"ruche-g2elab.S13";"2018-07-16T16:30:00+02:00";28,985
"ruche-g2elab.S13";"2018-07-16T16:32:00+02:00";29,383
"ruche-g2elab.S13";"2018-07-16T16:34:00+02:00";29,78
"ruche-g2elab.S13";"2018-07-16T16:36:00+02:00";30,178
"ruche-g2elab.S13";"2018-07-16T16:38:00+02:00";30,576
"ruche-g2elab.S13";"2018-07-16T16:40:00+02:00";30,973
"ruche-g2elab.S13";"2018-07-16T16:42:00+02:00";31,371
"ruche-g2elab.S13";"2018-07-16T16:44:00+02:00";31,768
"ruche-g2elab.S13";"2018-07-16T16:46:00+02:00";32,166
"ruche-g2elab.S13";"2018-07-16T16:48:00+02:00";32,563
"ruche-g2elab.S13";"2018-07-16T16:50:00+02:00";32,961
"ruche-g2elab.S13";"2018-07-16T16:52:00+02:00";33,359
"ruche-g2elab.S13";"2018-07-16T16:54:00+02:00";33,756
"ruche-g2elab.S13";"2018-07-16T16:56:00+02:00";34,154
"ruche-g2elab.S13";"2018-07-16T16:58:00+02:00";34,551
"ruche-g2elab.S13";"2018-07-16T17:00:00+02:00";34,949
"ruche-g2elab.S13";"2018-07-16T17:02:00+02:00";35,346
"ruche-g2elab.S13";"2018-07-16T17:04:00+02:00";35,744
"ruche-g2elab.S13";"2018-07-16T17:06:00+02:00";36,141
"ruche-g2elab.S13";"2018-07-16T17:08:00+02:00";36,539
"ruche-g2elab.S13";"2018-07-16T17:10:00+02:00";36,937
"ruche-g2elab.S13";"2018-07-16T17:12:00+02:00";37,334
"ruche-g2elab.S13";"2018-07-16T17:14:00+02:00";37,732
"ruche-g2elab.S13";"2018-07-16T17:16:00+02:00";38,129
"ruche-g2elab.S13";"2018-07-16T17:18:00+02:00";38,527
"ruche-g2elab.S13";"2018-07-16T17:20:00+02:00";38,924
"ruche-g2elab.S13";"2018-07-16T17:22:00+02:00";39,322
"ruche-g2elab.S13";"2018-07-16T17:24:00+02:00";39,72
"ruche-g2elab.S13";"2018-07-16T17:26:00+02:00";40,117
"ruche-g2elab.S13";"2018-07-16T17:28:00+02:00";40,515
"ruche-g2elab.S13";"2018-07-16T17:30:00+02:00";40,912
"ruche-g2elab.S13";"2018-07-16T17:32:00+02:00";41,31
"ruche-g2elab.S13";"2018-07-16T17:34:00+02:00";41,707
"ruche-g2elab.S13";"2018-07-16T17:36:00+02:00";42,105
"ruche-g2elab.S13";"2018-07-16T17:38:00+02:00";42,502
"ruche-g2elab.S13";"2018-07-16T17:40:00+02:00";42,9
"ruche-g2elab.S13";"2018-07-16T17:42:00+02:00";42,824
"ruche-g2elab.S13";"2018-07-16T17:44:00+02:00";42,747
"ruche-g2elab.S13";"2018-07-16T17:46:00+02:00";42,671
"ruche-g2elab.S13";"2018-07-16T17:48:00+02:00";42,595
"ruche-g2elab.S13";"2018-07-16T17:50:00+02:00";42,518
"ruche-g2elab.S13";"2018-07-16T17:52:00+02:00";42,442
"ruche-g2elab.S13";"2018-07-16T17:54:00+02:00";42,366
"ruche-g2elab.S13";"2018-07-16T17:56:00+02:00";42,289
"ruche-g2elab.S13";"2018-07-16T17:58:00+02:00";42,213
"ruche-g2elab.S13";"2018-07-16T18:00:00+02:00";42,137
"ruche-g2elab.S13";"2018-07-16T18:02:00+02:00";42,06
"ruche-g2elab.S13";"2018-07-16T18:04:00+02:00";41,984
"ruche-g2elab.S13";"2018-07-16T18:06:00+02:00";41,907
"ruche-g2elab.S13";"2018-07-16T18:08:00+02:00";41,831
"ruche-g2elab.S13";"2018-07-16T18:10:00+02:00";41,755
"ruche-g2elab.S13";"2018-07-16T18:12:00+02:00";41,678
"ruche-g2elab.S13";"2018-07-16T18:14:00+02:00";41,602
"ruche-g2elab.S13";"2018-07-16T18:16:00+02:00";41,526
"ruche-g2elab.S13";"2018-07-16T18:18:00+02:00";41,449
"ruche-g2elab.S13";"2018-07-16T18:20:00+02:00";41,373
"ruche-g2elab.S13";"2018-07-16T18:22:00+02:00";41,297
"ruche-g2elab.S13";"2018-07-16T18:24:00+02:00";41,22
"ruche-g2elab.S13";"2018-07-16T18:26:00+02:00";41,144
"ruche-g2elab.S13";"2018-07-16T18:28:00+02:00";41,068
"ruche-g2elab.S13";"2018-07-16T18:30:00+02:00";40,991
"ruche-g2elab.S13";"2018-07-16T18:32:00+02:00";40,915
"ruche-g2elab.S13";"2018-07-16T18:34:00+02:00";40,839
"ruche-g2elab.S13";"2018-07-16T18:36:00+02:00";40,762
"ruche-g2elab.S13";"2018-07-16T18:38:00+02:00";40,686
"ruche-g2elab.S13";"2018-07-16T18:40:00+02:00";40,61
"ruche-g2elab.S13";"2018-07-16T18:42:00+02:00";40,533
"ruche-g2elab.S13";"2018-07-16T18:44:00+02:00";40,457
"ruche-g2elab.S13";"2018-07-16T18:46:00+02:00";40,38
"ruche-g2elab.S13";"2018-07-16T18:48:00+02:00";40,304
"ruche-g2elab.S13";"2018-07-16T18:50:00+02:00";40,228
"ruche-g2elab.S13";"2018-07-16T18:52:00+02:00";40,151
"ruche-g2elab.S13";"2018-07-16T18:54:00+02:00";40,075
"ruche-g2elab.S13";"2018-07-16T18:56:00+02:00";39,999
"ruche-g2elab.S13";"2018-07-16T18:58:00+02:00";39,922
"ruche-g2elab.S13";"2018-07-16T19:00:00+02:00";39,846
"ruche-g2elab.S13";"2018-07-16T19:02:00+02:00";39,77
"ruche-g2elab.S13";"2018-07-16T19:04:00+02:00";39,693
"ruche-g2elab.S13";"2018-07-16T19:06:00+02:00";39,617
"ruche-g2elab.S13";"2018-07-16T19:08:00+02:00";39,541
"ruche-g2elab.S13";"2018-07-16T19:10:00+02:00";39,464
"ruche-g2elab.S13";"2018-07-16T19:12:00+02:00";39,388
"ruche-g2elab.S13";"2018-07-16T19:14:00+02:00";39,312
"ruche-g2elab.S13";"2018-07-16T19:16:00+02:00";39,235
"ruche-g2elab.S13";"2018-07-16T19:18:00+02:00";39,159
"ruche-g2elab.S13";"2018-07-16T19:20:00+02:00";39,083
"ruche-g2elab.S13";"2018-07-16T19:22:00+02:00";39,006
"ruche-g2elab.S13";"2018-07-16T19:24:00+02:00";38,93
"ruche-g2elab.S13";"2018-07-16T19:26:00+02:00";38,854
"ruche-g2elab.S13";"2018-07-16T19:28:00+02:00";38,777
"ruche-g2elab.S13";"2018-07-16T19:30:00+02:00";38,701
"ruche-g2elab.S13";"2018-07-16T19:32:00+02:00";38,624
"ruche-g2elab.S13";"2018-07-16T19:34:00+02:00";38,548
"ruche-g2elab.S13";"2018-07-16T19:36:00+02:00";38,472
"ruche-g2elab.S13";"2018-07-16T19:38:00+02:00";38,395
"ruche-g2elab.S13";"2018-07-16T19:40:00+02:00";38,319
"ruche-g2elab.S13";"2018-07-16T19:42:00+02:00";38,243
"ruche-g2elab.S13";"2018-07-16T19:44:00+02:00";38,166
"ruche-g2elab.S13";"2018-07-16T19:46:00+02:00";38,09
"ruche-g2elab.S13";"2018-07-16T19:48:00+02:00";38,014
"ruche-g2elab.S13";"2018-07-16T19:50:00+02:00";37,937
"ruche-g2elab.S13";"2018-07-16T19:52:00+02:00";37,861
"ruche-g2elab.S13";"2018-07-16T19:54:00+02:00";37,785
"ruche-g2elab.S13";"2018-07-16T19:56:00+02:00";37,708
"ruche-g2elab.S13";"2018-07-16T19:58:00+02:00";37,632
"ruche-g2elab.S13";"2018-07-16T20:00:00+02:00";37,556
"ruche-g2elab.S13";"2018-07-16T20:02:00+02:00";37,479
"ruche-g2elab.S13";"2018-07-16T20:04:00+02:00";37,403
"ruche-g2elab.S13";"2018-07-16T20:06:00+02:00";37,327
"ruche-g2elab.S13";"2018-07-16T20:08:00+02:00";37,25
"ruche-g2elab.S13";"2018-07-16T20:10:00+02:00";37,174
"ruche-g2elab.S13";"2018-07-16T20:12:00+02:00";37,098
"ruche-g2elab.S13";"2018-07-16T20:14:00+02:00";37,021
"ruche-g2elab.S13";"2018-07-16T20:16:00+02:00";36,945
"ruche-g2elab.S13";"2018-07-16T20:18:00+02:00";36,868
"ruche-g2elab.S13";"2018-07-16T20:20:00+02:00";36,792
"ruche-g2elab.S13";"2018-07-16T20:22:00+02:00";36,716
"ruche-g2elab.S13";"2018-07-16T20:24:00+02:00";36,639
"ruche-g2elab.S13";"2018-07-16T20:26:00+02:00";36,563
"ruche-g2elab.S13";"2018-07-16T20:28:00+02:00";36,487
"ruche-g2elab.S13";"2018-07-16T20:30:00+02:00";36,41
"ruche-g2elab.S13";"2018-07-16T20:32:00+02:00";36,334
"ruche-g2elab.S13";"2018-07-16T20:34:00+02:00";36,258
"ruche-g2elab.S13";"2018-07-16T20:36:00+02:00";36,181
"ruche-g2elab.S13";"2018-07-16T20:38:00+02:00";36,105
"ruche-g2elab.S13";"2018-07-16T20:40:00+02:00";36,029
"ruche-g2elab.S13";"2018-07-16T20:42:00+02:00";35,952
"ruche-g2elab.S13";"2018-07-16T20:44:00+02:00";35,876
"ruche-g2elab.S13";"2018-07-16T20:46:00+02:00";35,8
"ruche-g2elab.S13";"2018-07-16T20:48:00+02:00";35,723
"ruche-g2elab.S13";"2018-07-16T20:50:00+02:00";35,647
"ruche-g2elab.S13";"2018-07-16T20:52:00+02:00";35,571
"ruche-g2elab.S13";"2018-07-16T20:54:00+02:00";35,494
"ruche-g2elab.S13";"2018-07-16T20:56:00+02:00";35,418
"ruche-g2elab.S13";"2018-07-16T20:58:00+02:00";35,341
"ruche-g2elab.S13";"2018-07-16T21:00:00+02:00";35,265
"ruche-g2elab.S13";"2018-07-16T21:02:00+02:00";35,189
"ruche-g2elab.S13";"2018-07-16T21:04:00+02:00";35,112
"ruche-g2elab.S13";"2018-07-16T21:06:00+02:00";35,036
"ruche-g2elab.S13";"2018-07-16T21:08:00+02:00";34,96
"ruche-g2elab.S13";"2018-07-16T21:10:00+02:00";34,883
"ruche-g2elab.S13";"2018-07-16T21:12:00+02:00";34,807
"ruche-g2elab.S13";"2018-07-16T21:14:00+02:00";34,731
"ruche-g2elab.S13";"2018-07-16T21:16:00+02:00";34,654
"ruche-g2elab.S13";"2018-07-16T21:18:00+02:00";34,578
"ruche-g2elab.S13";"2018-07-16T21:20:00+02:00";34,502
"ruche-g2elab.S13";"2018-07-16T21:22:00+02:00";34,425
"ruche-g2elab.S13";"2018-07-16T21:24:00+02:00";34,349
"ruche-g2elab.S13";"2018-07-16T21:26:00+02:00";34,273
"ruche-g2elab.S13";"2018-07-16T21:28:00+02:00";34,196
"ruche-g2elab.S13";"2018-07-16T21:30:00+02:00";34,12
"ruche-g2elab.S13";"2018-07-16T21:32:00+02:00";34,044
"ruche-g2elab.S13";"2018-07-16T21:34:00+02:00";33,967
"ruche-g2elab.S13";"2018-07-16T21:36:00+02:00";33,891
"ruche-g2elab.S13";"2018-07-16T21:38:00+02:00";33,815
"ruche-g2elab.S13";"2018-07-16T21:40:00+02:00";33,738
"ruche-g2elab.S13";"2018-07-16T21:42:00+02:00";33,662
"ruche-g2elab.S13";"2018-07-16T21:44:00+02:00";33,585
"ruche-g2elab.S13";"2018-07-16T21:46:00+02:00";33,509
"ruche-g2elab.S13";"2018-07-16T21:48:00+02:00";33,433
"ruche-g2elab.S13";"2018-07-16T21:50:00+02:00";33,356
"ruche-g2elab.S13";"2018-07-16T21:52:00+02:00";33,28
"ruche-g2elab.S13";"2018-07-16T21:54:00+02:00";33,204
"ruche-g2elab.S13";"2018-07-16T21:56:00+02:00";33,127
"ruche-g2elab.S13";"2018-07-16T21:58:00+02:00";33,051
"ruche-g2elab.S13";"2018-07-16T22:00:00+02:00";32,975
"ruche-g2elab.S13";"2018-07-16T22:02:00+02:00";32,898
"ruche-g2elab.S13";"2018-07-16T22:04:00+02:00";32,822
"ruche-g2elab.S13";"2018-07-16T22:06:00+02:00";32,746
"ruche-g2elab.S13";"2018-07-16T22:08:00+02:00";32,669
"ruche-g2elab.S13";"2018-07-16T22:10:00+02:00";32,593
"ruche-g2elab.S13";"2018-07-16T22:12:00+02:00";32,517
"ruche-g2elab.S13";"2018-07-16T22:14:00+02:00";32,44
"ruche-g2elab.S13";"2018-07-16T22:16:00+02:00";32,364
"ruche-g2elab.S13";"2018-07-16T22:18:00+02:00";32,288
"ruche-g2elab.S13";"2018-07-16T22:20:00+02:00";32,211
"ruche-g2elab.S13";"2018-07-16T22:22:00+02:00";32,135
"ruche-g2elab.S13";"2018-07-16T22:24:00+02:00";32,059
"ruche-g2elab.S13";"2018-07-16T22:26:00+02:00";31,982
"ruche-g2elab.S13";"2018-07-16T22:28:00+02:00";31,906
"ruche-g2elab.S13";"2018-07-16T22:30:00+02:00";31,829
"ruche-g2elab.S13";"2018-07-16T22:32:00+02:00";31,753
"ruche-g2elab.S13";"2018-07-16T22:34:00+02:00";31,677
"ruche-g2elab.S13";"2018-07-16T22:36:00+02:00";31,6
"ruche-g2elab.S13";"2018-07-16T22:38:00+02:00";31,524
"ruche-g2elab.S13";"2018-07-16T22:40:00+02:00";31,448
"ruche-g2elab.S13";"2018-07-16T22:42:00+02:00";31,371
"ruche-g2elab.S13";"2018-07-16T22:44:00+02:00";31,295
"ruche-g2elab.S13";"2018-07-16T22:46:00+02:00";31,219
"ruche-g2elab.S13";"2018-07-16T22:48:00+02:00";31,142
"ruche-g2elab.S13";"2018-07-16T22:50:00+02:00";31,066
"ruche-g2elab.S13";"2018-07-16T22:52:00+02:00";30,99
"ruche-g2elab.S13";"2018-07-16T22:54:00+02:00";30,913
"ruche-g2elab.S13";"2018-07-16T22:56:00+02:00";30,837
"ruche-g2elab.S13";"2018-07-16T22:58:00+02:00";30,761
"ruche-g2elab.S13";"2018-07-16T23:00:00+02:00";30,684
"ruche-g2elab.S13";"2018-07-16T23:02:00+02:00";30,608
"ruche-g2elab.S13";"2018-07-16T23:04:00+02:00";30,532
"ruche-g2elab.S13";"2018-07-16T23:06:00+02:00";30,455
"ruche-g2elab.S13";"2018-07-16T23:08:00+02:00";30,379
"ruche-g2elab.S13";"2018-07-16T23:10:00+02:00";30,302
"ruche-g2elab.S13";"2018-07-16T23:12:00+02:00";30,226
"ruche-g2elab.S13";"2018-07-16T23:14:00+02:00";30,15
"ruche-g2elab.S13";"2018-07-16T23:16:00+02:00";30,073
"ruche-g2elab.S13";"2018-07-16T23:18:00+02:00";29,997
"ruche-g2elab.S13";"2018-07-16T23:20:00+02:00";29,921
"ruche-g2elab.S13";"2018-07-16T23:22:00+02:00";29,844
"ruche-g2elab.S13";"2018-07-16T23:24:00+02:00";29,768
"ruche-g2elab.S13";"2018-07-16T23:26:00+02:00";29,692
"ruche-g2elab.S13";"2018-07-16T23:28:00+02:00";29,615
"ruche-g2elab.S13";"2018-07-16T23:30:00+02:00";29,539
"ruche-g2elab.S13";"2018-07-16T23:32:00+02:00";29,463
"ruche-g2elab.S13";"2018-07-16T23:34:00+02:00";29,386
"ruche-g2elab.S13";"2018-07-16T23:36:00+02:00";29,31
"ruche-g2elab.S13";"2018-07-16T23:38:00+02:00";29,234
"ruche-g2elab.S13";"2018-07-16T23:40:00+02:00";29,157
"ruche-g2elab.S13";"2018-07-16T23:42:00+02:00";29,081
"ruche-g2elab.S13";"2018-07-16T23:44:00+02:00";29,005
"ruche-g2elab.S13";"2018-07-16T23:46:00+02:00";28,928
"ruche-g2elab.S13";"2018-07-16T23:48:00+02:00";28,852
"ruche-g2elab.S13";"2018-07-16T23:50:00+02:00";28,776
"ruche-g2elab.S13";"2018-07-16T23:52:00+02:00";28,699
"ruche-g2elab.S13";"2018-07-16T23:54:00+02:00";28,623
"ruche-g2elab.S13";"2018-07-16T23:56:00+02:00";28,546
"ruche-g2elab.S13";"2018-07-16T23:58:00+02:00";28,47
"ruche-g2elab.S13";"2018-07-17T00:00:00+02:00";28,394
"ruche-g2elab.S13";"2018-07-17T00:02:00+02:00";28,317
"ruche-g2elab.S13";"2018-07-17T00:04:00+02:00";28,241
"ruche-g2elab.S13";"2018-07-17T00:06:00+02:00";28,165
"ruche-g2elab.S13";"2018-07-17T00:08:00+02:00";28,088
"ruche-g2elab.S13";"2018-07-17T00:10:00+02:00";28,012
"ruche-g2elab.S13";"2018-07-17T00:12:00+02:00";27,936
"ruche-g2elab.S13";"2018-07-17T00:14:00+02:00";27,859
"ruche-g2elab.S13";"2018-07-17T00:16:00+02:00";27,783
"ruche-g2elab.S13";"2018-07-17T00:18:00+02:00";27,707
"ruche-g2elab.S13";"2018-07-17T00:20:00+02:00";27,63
"ruche-g2elab.S13";"2018-07-17T00:22:00+02:00";27,554
"ruche-g2elab.S13";"2018-07-17T00:24:00+02:00";27,478
"ruche-g2elab.S13";"2018-07-17T00:26:00+02:00";27,401
"ruche-g2elab.S13";"2018-07-17T00:28:00+02:00";27,325
"ruche-g2elab.S13";"2018-07-17T00:30:00+02:00";27,249
"ruche-g2elab.S13";"2018-07-17T00:32:00+02:00";27,172
"ruche-g2elab.S13";"2018-07-17T00:34:00+02:00";27,096
"ruche-g2elab.S13";"2018-07-17T00:36:00+02:00";27,02
"ruche-g2elab.S13";"2018-07-17T00:38:00+02:00";26,943
"ruche-g2elab.S13";"2018-07-17T00:40:00+02:00";26,867
"ruche-g2elab.S13";"2018-07-17T00:42:00+02:00";26,79
"ruche-g2elab.S13";"2018-07-17T00:44:00+02:00";26,714
"ruche-g2elab.S13";"2018-07-17T00:46:00+02:00";26,638
"ruche-g2elab.S13";"2018-07-17T00:48:00+02:00";26,561
"ruche-g2elab.S13";"2018-07-17T00:50:00+02:00";26,485
"ruche-g2elab.S13";"2018-07-17T00:52:00+02:00";26,409
"ruche-g2elab.S13";"2018-07-17T00:54:00+02:00";26,332
"ruche-g2elab.S13";"2018-07-17T00:56:00+02:00";26,256
"ruche-g2elab.S13";"2018-07-17T00:58:00+02:00";26,18
"ruche-g2elab.S13";"2018-07-17T01:00:00+02:00";26,103
"ruche-g2elab.S13";"2018-07-17T01:02:00+02:00";26,027
"ruche-g2elab.S13";"2018-07-17T01:04:00+02:00";25,951
"ruche-g2elab.S13";"2018-07-17T01:06:00+02:00";25,874
"ruche-g2elab.S13";"2018-07-17T01:08:00+02:00";25,798
"ruche-g2elab.S13";"2018-07-17T01:10:00+02:00";25,722
"ruche-g2elab.S13";"2018-07-17T01:12:00+02:00";25,645
"ruche-g2elab.S13";"2018-07-17T01:14:00+02:00";25,569
"ruche-g2elab.S13";"2018-07-17T01:16:00+02:00";25,493
"ruche-g2elab.S13";"2018-07-17T01:18:00+02:00";25,416
"ruche-g2elab.S13";"2018-07-17T01:20:00+02:00";25,34
"ruche-g2elab.S13";"2018-07-17T01:22:00+02:00";25,263
"ruche-g2elab.S13";"2018-07-17T01:24:00+02:00";25,187
"ruche-g2elab.S13";"2018-07-17T01:26:00+02:00";25,111
"ruche-g2elab.S13";"2018-07-17T01:28:00+02:00";25,034
"ruche-g2elab.S13";"2018-07-17T01:30:00+02:00";24,958
"ruche-g2elab.S13";"2018-07-17T01:32:00+02:00";24,882
"ruche-g2elab.S13";"2018-07-17T01:34:00+02:00";24,805
"ruche-g2elab.S13";"2018-07-17T01:36:00+02:00";24,729
"ruche-g2elab.S13";"2018-07-17T01:38:00+02:00";24,653
"ruche-g2elab.S13";"2018-07-17T01:40:00+02:00";24,576
"ruche-g2elab.S13";"2018-07-17T01:42:00+02:00";24,5
"ruche-g2elab.S13";"2018-07-17T01:44:00+02:00";24,45
"ruche-g2elab.S13";"2018-07-17T01:46:00+02:00";24,4
"ruche-g2elab.S13";"2018-07-17T01:48:00+02:00";24,367
"ruche-g2elab.S13";"2018-07-17T01:50:00+02:00";24,333
"ruche-g2elab.S13";"2018-07-17T01:52:00+02:00";24,3
"ruche-g2elab.S13";"2018-07-17T01:54:00+02:00";24,3
"ruche-g2elab.S13";"2018-07-17T01:56:00+02:00";24,3
"ruche-g2elab.S13";"2018-07-17T01:58:00+02:00";24,25
"ruche-g2elab.S13";"2018-07-17T02:00:00+02:00";24,2
"ruche-g2elab.S13";"2018-07-17T02:02:00+02:00";24,15
"ruche-g2elab.S13";"2018-07-17T02:04:00+02:00";24,1
"ruche-g2elab.S13";"2018-07-17T02:06:00+02:00";24,069
"ruche-g2elab.S13";"2018-07-17T02:08:00+02:00";24,038
"ruche-g2elab.S13";"2018-07-17T02:10:00+02:00";24,008
"ruche-g2elab.S13";"2018-07-17T02:12:00+02:00";23,977
"ruche-g2elab.S13";"2018-07-17T02:14:00+02:00";23,946
"ruche-g2elab.S13";"2018-07-17T02:16:00+02:00";23,915
"ruche-g2elab.S13";"2018-07-17T02:18:00+02:00";23,885
"ruche-g2elab.S13";"2018-07-17T02:20:00+02:00";23,854
"ruche-g2elab.S13";"2018-07-17T02:22:00+02:00";23,823
"ruche-g2elab.S13";"2018-07-17T02:24:00+02:00";23,792
"ruche-g2elab.S13";"2018-07-17T02:26:00+02:00";23,762
"ruche-g2elab.S13";"2018-07-17T02:28:00+02:00";23,731
"ruche-g2elab.S13";"2018-07-17T02:30:00+02:00";23,7
"ruche-g2elab.S13";"2018-07-17T02:32:00+02:00";23,669
"ruche-g2elab.S13";"2018-07-17T02:34:00+02:00";23,638
"ruche-g2elab.S13";"2018-07-17T02:36:00+02:00";23,608
"ruche-g2elab.S13";"2018-07-17T02:38:00+02:00";23,577
"ruche-g2elab.S13";"2018-07-17T02:40:00+02:00";23,546
"ruche-g2elab.S13";"2018-07-17T02:42:00+02:00";23,515
"ruche-g2elab.S13";"2018-07-17T02:44:00+02:00";23,485
"ruche-g2elab.S13";"2018-07-17T02:46:00+02:00";23,454
"ruche-g2elab.S13";"2018-07-17T02:48:00+02:00";23,423
"ruche-g2elab.S13";"2018-07-17T02:50:00+02:00";23,392
"ruche-g2elab.S13";"2018-07-17T02:52:00+02:00";23,362
"ruche-g2elab.S13";"2018-07-17T02:54:00+02:00";23,331
"ruche-g2elab.S13";"2018-07-17T02:56:00+02:00";23,3
"ruche-g2elab.S13";"2018-07-17T02:58:00+02:00";23,3
"ruche-g2elab.S13";"2018-07-17T03:00:00+02:00";23,3
"ruche-g2elab.S13";"2018-07-17T03:02:00+02:00";23,2
"ruche-g2elab.S19";"2018-07-16T16:16:00+02:00";26,4
"ruche-g2elab.S19";"2018-07-16T16:18:00+02:00";26,4
